file_path,line_number,matched_term,line_classification,raw_line_excerpt
"src/services/productService.ts",477,"TruScore","comment","// Merge all products found with TruScore-first strategy"
"src/services/productService.ts",486,"TruScore","server_or_app_log","logger.info(`🔄 Merging ${allProducts.length} products with TruScore-first strategy...`);"
"src/services/productService.ts",491,"TruScore","review_default","sourceWeights: databaseService.getTruScoreSourceWeights(),"
"src/services/productService.ts",502,"TruScore","review_default","powershellLogger.mergeDetailed(barcode, allProducts, product, 'TruScore-first', mergeTime);"
"src/services/productService.ts",511,"TruScore","comment","// Note: All database queries are now handled by TruScoreOptimizedDatabase above"
"src/services/productService.ts",609,"TruScore","comment","// This ensures maximum data completeness for TruScore calculation"
"src/services/productService.ts",618,"TruScore","comment","// Create a minimal product for queryByNameForTruScore if we don't have one yet"
"src/services/productService.ts",625,"TruScore","review_default","const nameProducts = await databaseService.queryByNameForTruScore(productForQuery, userCountry);"
"src/services/productService.ts",636,"TruScore","comment","// Merge with TruScore-first strategy"
"src/services/productService.ts",638,"TruScore","review_default","sourceWeights: databaseService.getTruScoreSourceWeights(),"
"src/services/productService.ts",657,"TruScore","review_default","sourceWeights: databaseService.getTruScoreSourceWeights(),"
"src/services/productService.ts",807,"TruScore","comment","// CRITICAL FIX: Fetch recalls BEFORE TruScore calculation"
"src/services/productService.ts",888,"TruScore","comment","// Attach recalls to product BEFORE TruScore calculation"
"src/services/productService.ts",912,"TruScore","comment","// CRITICAL FIX: Wrap in try-catch to ensure product is always returned even if TruScore calculation fails"
"src/services/productService.ts",920,"TruScore","comment","// If TruScore calculation fails, return product without TruScore rather than failing entirely"
"src/services/productService.ts",921,"TruScore","server_or_app_log","logger.error('Error calculating TruScore (non-critical, returning product without score):', error);"
"src/services/productService.ts",929,"TruScore","comment","// PowerShell logging for TruScore calculation"
"src/services/productService.ts",949,"TruScore","server_or_app_log","logger.info(`  TruScore: ${productWithTrustScore.trust_score || 'N/A'}/100`);"
"src/services/productService.ts",956,"TruScore","comment","// ===== VERIFICATION: Log FSANZ contribution to TruScore ====="
"src/services/productService.ts",989,"TruScore","server_or_app_log","logger.info(`     📊 Summary: FSANZ enhanced nutrition (Body pillar), but TruScore limited by missing ingredients/certifications`);"
"src/services/productService.ts",1079,"TruScore","comment","// Note: Recalls are now fetched BEFORE TruScore calculation (see above)"
"src/services/productService.ts",1137,"TruScore","comment","// If TruScore calculation fails, return product without TruScore"
"src/services/productService.ts",1138,"TruScore","server_or_app_log","logger.error('Error calculating TruScore for fallback product (non-critical):', error);"
"src/services/productService.ts",1155,"TruScore","comment","* @returns Fresh product data with TruScore, or null if not found"
"src/services/productServiceOptimized.ts",8,"TruScore","comment","* 4. Parallel TruScore Calculation - Calculate in parallel with data fetching"
"src/services/productServiceOptimized.ts",32,"TruScore","review_default","import { TruScoreOptimizedDatabase } from '../data/databases/truScoreOptimizedDatabase';"
"src/services/productServiceOptimized.ts",77,"TruScore","comment","/** Avoid duplicate Open Facts fetches in TruScoreOptimizedDatabase when Phase 1 already returned this product. */"
"src/services/productServiceOptimized.ts",216,"TruScore","review_default","const databaseService = new TruScoreOptimizedDatabase();"
"src/services/productServiceOptimized.ts",267,"TruScore","comment","// Calculate TruScore and update cache with fresh data (non-blocking)"
"src/services/productServiceOptimized.ts",557,"TruScore","comment","// Send to UI — product with TruScore (includes manual-products merge when backend responds in time)"
"src/services/productServiceOptimized.ts",604,"TruScore","comment","// Return product with TruScore - user sees it NOW!"
"src/services/productServiceOptimized.ts",626,"TruScore","comment","// FAST: If we have a product, process it quickly with TruScore and return"
"src/services/productServiceOptimized.ts",627,"TruScore","comment","// TruScore calculation is fast (200-500ms) and necessary for display"
"src/services/productServiceOptimized.ts",629,"TruScore","server_or_app_log","logger.info(`✅ Processing product quickly with TruScore`);"
"src/services/productServiceOptimized.ts",631,"TruScore","comment","// Process product with TruScore (fast - 200-500ms)"
"src/services/productServiceOptimized.ts",634,"TruScore","comment","// Send to UI - product with TruScore ready!"
"src/services/productServiceOptimized.ts",653,"TruScore","comment","// Return product with TruScore"
"src/services/productServiceOptimized.ts",668,"TruScore","review_default","sourceWeights: databaseService.getTruScoreSourceWeights(),"
"src/services/productServiceOptimized.ts",699,"TruScore","review_default","sourceWeights: databaseService.getTruScoreSourceWeights(),"
"src/services/productServiceOptimized.ts",745,"TruScore","comment","// FAST: Process product with TruScore and return"
"src/services/productServiceOptimized.ts",746,"TruScore","comment","// TruScore calculation is fast (200-500ms) and necessary for display"
"src/services/productServiceOptimized.ts",865,"TruScore","comment","* Process product with TruScore after user-contributed merge (long race for correctness)."
"src/services/productServiceOptimized.ts",901,"TruScore","comment","// Recalculate TruScore with enhanced data"
"src/services/productServiceOptimized.ts",920,"TruScore","review_default","databaseService: TruScoreOptimizedDatabase,"
"src/services/productServiceOptimized.ts",927,"TruScore","review_default","sourceWeights: databaseService.getTruScoreSourceWeights(),"
"src/services/shareCardGenerator.ts",10,"TruScore","review_default","import { TruScoreResult } from '../lib/truscoreEngine';"
"src/services/shareCardGenerator.ts",18,"TruScore","review_default","truScore?: TruScoreResult;"
"src/services/shareCardGenerator.ts",72,"TruScore","review_default","truScore?: TruScoreResult"
"src/services/shareCardGenerator.ts",114,"TruScore","review_default","truScore?: TruScoreResult"
"src/store/useAlertsStore.ts",2,"TruScore","comment","// These preferences drive optional scan insights (not TruScore, not spec-driven banner alerts)."
"src/theme/colors.ts",1,"TrueScan","comment","// Theme colors for TrueScan app"
"src/types/bannerAlerts.ts",4,"TruScore","comment","* Defines the structure for banner alerts that appear above the TruScore card."
"src/types/pricing.ts",1,"TrueScan","comment","// Pricing data types for TrueScan Food Scanner"
"src/types/product.ts",1,"TrueScan","comment","// Product data types for TrueScan"
"src/types/product.ts",300,"TruScore","comment","/** Full TruScore analysis (pillar breakdown + data source trace). Set when score is calculated. */"
"src/types/product.ts",301,"TruScore","review_default","_truscore_analysis?: import('./truscoreAnalysis').TruScoreAnalysis;"
"src/types/truscoreAnalysis.ts",2,"TruScore","comment","* TruScore Analysis Types"
"src/types/truscoreAnalysis.ts",43,"TruScore","comment","/** Full TruScore analysis: fetch trace + per-pillar breakdown */"
"src/types/truscoreAnalysis.ts",44,"TruScore","review_default","export interface TruScoreAnalysis {"
"src/utils/fuzzyMatching.ts",5,"TruScore","comment","* across all TruScore pillars. Implements multiple algorithms and hybrid scoring"
"src/utils/inputValidation.ts",141,"TrueScan","comment","// Check if it's a TrueScan deep link"
"src/utils/planetScoringContext.ts",1,"TruScore","review_default","import type { TruScoreScoringContext } from '../lib/truscoreEngine';"
"src/utils/planetScoringContext.ts",4,"TruScore","comment","/** User-persisted Planet packaging jurisdiction for TruScore (AU/NZ kerbside rules). */"
"src/utils/planetScoringContext.ts",5,"TruScore","review_default","export function getPlanetScoringContext(): TruScoreScoringContext | undefined {"
"src/utils/powershellLogger.ts",17,"TruScore","comment","/** Dedupe identical TruScore analysis logs fired in quick succession (progressive UI + merge). */"
"src/utils/powershellLogger.ts",18,"TruScore","review_default","private lastTruScoreAnalysisKey = '';"
"src/utils/powershellLogger.ts",19,"TruScore","review_default","private lastTruScoreAnalysisAt = 0;"
"src/utils/powershellLogger.ts",110,"TruScore","comment","* Single-line console + buffer (used for high-volume TruScore analysis to avoid triple console per field)."
"src/utils/powershellLogger.ts",155,"TruScore","comment","* Log TruScore calculation"
"src/utils/powershellLogger.ts",158,"TruScore","review_default","this.log('SUCCESS', 'TRUSCORE', `TruScore Calculated: ${result.truscore}/100`, {"
"src/utils/powershellLogger.ts",540,"TruScore","comment","* Log TruScore calculation with comprehensive breakdown"
"src/utils/powershellLogger.ts",567,"TruScore","review_default","this.log('SUCCESS', 'TRUSCORE_COMPLETE', `TruScore: ${totalScore}/100`, {"
"src/utils/powershellLogger.ts",625,"TruScore","comment","* Log full TruScore analysis (fetch trace + per-pillar breakdown) for app testing."
"src/utils/powershellLogger.ts",641,"TruScore","review_default","if (dedupeKey === this.lastTruScoreAnalysisKey && now - this.lastTruScoreAnalysisAt < 4500) {"
"src/utils/powershellLogger.ts",644,"TruScore","review_default","this.lastTruScoreAnalysisKey = dedupeKey;"
"src/utils/powershellLogger.ts",645,"TruScore","review_default","this.lastTruScoreAnalysisAt = now;"
"src/utils/powershellLogger.ts",654,"TruScore","review_default","this.logOneLine('INFO', 'TRUSCORE_ANALYSIS', `TruScore ${analysis.totalScore}/100 (${analysis.barcode})`, {"
"src/utils/powershellLogger.ts",730,"TruScore","review_default","finalTruScore?: number | null,"
"src/utils/powershellLogger.ts",751,"TruScore","review_default","finalTruScore: finalTruScore || null,"
"src/utils/productInfoCardVisibility.ts",10,"TruScore","review_default","import type { Insight, TruScoreResult } from '../lib/truscoreEngine';"
"src/utils/productInfoCardVisibility.ts",18,"TruScore","review_default","truScore: TruScoreResult | null | undefined"
"src/utils/productInfoCardVisibility.ts",31,"TruScore","comment","/** User has any alert category on and TruScore produced at least one insight. */"
"src/utils/productInfoCardVisibility.ts",34,"TruScore","review_default","truScore: TruScoreResult | null | undefined"
"src/utils/resolveNutrientLevels.ts",102,"TruScore","comment","* - **Second hook:** Call this when building or hydrating products that may **not** go through TruScore,"
"src/utils/shareAnalytics.ts",25,"TruScore","review_default","averageTruScore: number;"
"src/utils/shareAnalytics.ts",60,"TruScore","comment","// Update average TruScore"
"src/utils/shareAnalytics.ts",62,"TruScore","review_default","const scoresWithTruScore = analytics.recentShares.filter(e => e.truScore !== undefined);"
"src/utils/shareAnalytics.ts",63,"TruScore","review_default","const sum = scoresWithTruScore.reduce((acc, e) => acc + (e.truScore || 0), 0);"
"src/utils/shareAnalytics.ts",64,"TruScore","review_default","analytics.averageTruScore = sum / scoresWithTruScore.length;"
"src/utils/shareAnalytics.ts",97,"TruScore","review_default","averageTruScore: 0,"
"src/utils/truScoreCache.ts",1,"TruScore","comment","// TruScore caching utility"
"src/utils/truScoreCache.ts",2,"TruScore","comment","// Caches calculated TruScores to avoid recalculation"
"src/utils/truScoreCache.ts",6,"TruScore","review_default","import { TruScoreResult } from '../lib/truscoreEngine';"
"src/utils/truScoreCache.ts",9,"TruScore","review_default","const CACHE_VERSION = '1.4'; // Increment when TruScore algorithm changes"
"src/utils/truScoreCache.ts",12,"TruScore","review_default","interface CachedTruScore {"
"src/utils/truScoreCache.ts",13,"TruScore","review_default","result: TruScoreResult;"
"src/utils/truScoreCache.ts",20,"TruScore","comment","* Get cached TruScore for a barcode"
"src/utils/truScoreCache.ts",22,"TruScore","review_default","export async function getCachedTruScore(barcode: string): Promise<TruScoreResult | null> {"
"src/utils/truScoreCache.ts",31,"TruScore","review_default","const cached: CachedTruScore = JSON.parse(cachedData);"
"src/utils/truScoreCache.ts",35,"TruScore","server_or_app_log","logger.debug(`TruScore cache invalidated for ${barcode} (version mismatch: ${cached.version} vs ${CACHE_VERSION})`);"
"src/utils/truScoreCache.ts",36,"TruScore","review_default","await removeCachedTruScore(barcode);"
"src/utils/truScoreCache.ts",43,"TruScore","server_or_app_log","logger.debug(`TruScore cache expired for ${barcode} (${ageInDays.toFixed(1)} days old)`);"
"src/utils/truScoreCache.ts",44,"TruScore","review_default","await removeCachedTruScore(barcode);"
"src/utils/truScoreCache.ts",50,"TruScore","server_or_app_log","logger.error('Error getting cached TruScore', error);"
"src/utils/truScoreCache.ts",56,"TruScore","comment","* Cache TruScore result"
"src/utils/truScoreCache.ts",58,"TruScore","review_default","export async function cacheTruScore(barcode: string, result: TruScoreResult): Promise<void> {"
"src/utils/truScoreCache.ts",61,"TruScore","review_default","const cached: CachedTruScore = {"
"src/utils/truScoreCache.ts",70,"TruScore","server_or_app_log","logger.error('Error caching TruScore', error);"
"src/utils/truScoreCache.ts",76,"TruScore","comment","* Remove cached TruScore"
"src/utils/truScoreCache.ts",78,"TruScore","review_default","export async function removeCachedTruScore(barcode: string): Promise<void> {"
"src/utils/truScoreCache.ts",83,"TruScore","server_or_app_log","logger.error('Error removing cached TruScore', error);"
"src/utils/truScoreCache.ts",88,"TruScore","comment","* Clear all TruScore cache"
"src/utils/truScoreCache.ts",90,"TruScore","review_default","export async function clearTruScoreCache(): Promise<void> {"
"src/utils/truScoreCache.ts",95,"TruScore","server_or_app_log","logger.info(`Cleared ${cacheKeys.length} TruScore cache entries`);"
"src/utils/truScoreCache.ts",97,"TruScore","server_or_app_log","logger.error('Error clearing TruScore cache', error);"
"src/utils/truScoreCache.ts",104,"TruScore","review_default","export async function getTruScoreCacheStats(): Promise<{"
"src/utils/truScoreCache.ts",126,"TruScore","review_default","const cached: CachedTruScore = JSON.parse(value);"
"src/utils/truScoreCache.ts",140,"TruScore","server_or_app_log","logger.error('Error getting TruScore cache stats', error);"
"src/utils/trustScore.ts",1,"TruScore","comment","// TruScore calculation"
"src/utils/trustScore.ts",4,"TruScore","review_default","import { calculateTruScore, buildTruScoreAnalysis } from '../lib/truscoreEngine';"
"src/utils/trustScore.ts",8,"TruScore","review_default","import { getCachedTruScore, cacheTruScore } from './truScoreCache';"
"src/utils/trustScore.ts",14,"TruScore","comment","* Check if we have sufficient real data to calculate a meaningful TruScore"
"src/utils/trustScore.ts",49,"TruScore","comment","* Calculate overall TruScore (0-100) based on multiple factors"
"src/utils/trustScore.ts",52,"TruScore","comment","* Note: This is a wrapper function that calls calculateTruScore from truscoreEngine.ts"
"src/utils/trustScore.ts",62,"TruScore","comment","// Check if we have sufficient data for a meaningful TruScore"
"src/utils/trustScore.ts",66,"TruScore","comment","// Return product without TruScore (marked as insufficient data)"
"src/utils/trustScore.ts",75,"TruScore","review_default","const cachedTruScore = await getCachedTruScore(product.barcode);"
"src/utils/trustScore.ts",78,"TruScore","review_default","if (cachedTruScore) {"
"src/utils/trustScore.ts",79,"TruScore","review_default","truScoreResult = cachedTruScore;"
"src/utils/trustScore.ts",80,"TruScore","server_or_app_log","logger.debug('[TruScore] Cache hit (skipping full pillar logs)', {"
"src/utils/trustScore.ts",85,"TruScore","review_default","powershellLogger.log('INFO', 'TRUSCORE_CACHE', `TruScore from cache: ${truScoreResult.truscore}`, {"
"src/utils/trustScore.ts",91,"TruScore","comment","// TruScore v1.4: 4 equal pillars (25 points each = 100 total)"
"src/utils/trustScore.ts",94,"TruScore","server_or_app_log","logger.debug('[TruScore] Calculating fresh TruScore (not cached):', {"
"src/utils/trustScore.ts",101,"TruScore","review_default","truScoreResult = calculateTruScore(product, undefined, getPlanetScoringContext());"
"src/utils/trustScore.ts",104,"TruScore","review_default","await cacheTruScore(product.barcode, truScoreResult);"
"src/utils/trustScore.ts",134,"TruScore","comment","// TruScore: Sum of 4 equal pillars (0-100 total)"
"src/utils/trustScore.ts",154,"TruScore","review_default","? buildTruScoreAnalysis(product, truScoreResult)"
"src/utils/trustScore.ts",177,"TruScore","comment","* Note: This is separate from TruScore calculation (which uses truscoreEngine.ts)"
"src/utils/trustScore.ts",208,"TruScore","comment","* Generate human-readable reasons for TruScore"
"src/utils/trustScore.ts",209,"TruScore","comment","* Updated for TruScore v1.4 4-pillar system"
"src/__tests__/e2e/truscoreEndToEnd.test.ts",2,"TruScore","test_or_spec","* End-to-End TruScore Testing Suite"
"src/__tests__/e2e/truscoreEndToEnd.test.ts",3,"TruScore","test_or_spec","* Tests the complete 4-pillar TruScore calculation with various product scenarios"
"src/__tests__/e2e/truscoreEndToEnd.test.ts",12,"TruScore","test_or_spec","import { calculateTruScore, TruScoreResult } from '../../lib/truscoreEngine';"
"src/__tests__/e2e/truscoreEndToEnd.test.ts",15,"TruScore","test_or_spec","describe('TruScore End-to-End Tests', () => {"
"src/__tests__/e2e/truscoreEndToEnd.test.ts",38,"TruScore","test_or_spec","test('should calculate high TruScore across all pillars', () => {"
"src/__tests__/e2e/truscoreEndToEnd.test.ts",39,"TruScore","test_or_spec","const result = calculateTruScore(product);"
"src/__tests__/e2e/truscoreEndToEnd.test.ts",77,"TruScore","test_or_spec","const result = calculateTruScore(product);"
"src/__tests__/e2e/truscoreEndToEnd.test.ts",101,"TruScore","test_or_spec","const result = calculateTruScore(product);"
"src/__tests__/e2e/truscoreEndToEnd.test.ts",133,"TruScore","test_or_spec","const result = calculateTruScore(product);"
"src/__tests__/e2e/truscoreEndToEnd.test.ts",157,"TruScore","test_or_spec","const result = calculateTruScore(product);"
"src/__tests__/e2e/truscoreEndToEnd.test.ts",184,"TruScore","test_or_spec","const result = calculateTruScore(product);"
"src/__tests__/e2e/truscoreEndToEnd.test.ts",211,"TruScore","test_or_spec","const result = calculateTruScore(product);"
"src/__tests__/e2e/truscoreEndToEnd.test.ts",239,"TruScore","test_or_spec","const result = calculateTruScore(product);"
"src/__tests__/e2e/truscoreEndToEnd.test.ts",264,"TruScore","test_or_spec","const result = calculateTruScore(product);"
"src/__tests__/e2e/truscoreEndToEnd.test.ts",292,"TruScore","test_or_spec","const result = calculateTruScore(product);"
"src/__tests__/e2e/truscoreEndToEnd.test.ts",322,"TruScore","test_or_spec","const result = calculateTruScore(product);"
"src/__tests__/e2e/truscoreEndToEnd.test.ts",350,"TruScore","test_or_spec","const result = calculateTruScore(product);"
"src/__tests__/e2e/truscoreEndToEnd.test.ts",387,"TruScore","test_or_spec","const result = calculateTruScore(product);"
"src/__tests__/e2e/truscoreEndToEnd.test.ts",419,"TruScore","test_or_spec","const result = calculateTruScore(product);"
"src/__tests__/e2e/truscoreEndToEnd.test.ts",454,"TruScore","test_or_spec","const result = calculateTruScore(product);"
"src/__tests__/integration/userContributionE2E.test.ts",259,"TruScore","test_or_spec","// Allergens are submitted to OFF for TruScore; Vercel manual-products does not return them here."
"src/__tests__/unit/lib/truscoreEngine.test.ts",2,"TruScore","test_or_spec","* Unit tests for TruScore calculation engine"
"src/__tests__/unit/lib/truscoreEngine.test.ts",4,"TruScore","test_or_spec","* Tests the core TruScore calculation logic with various product scenarios."
"src/__tests__/unit/lib/truscoreEngine.test.ts",7,"TruScore","test_or_spec","import { calculateTruScore } from '../../../lib/truscoreEngine';"
"src/__tests__/unit/lib/truscoreEngine.test.ts",10,"TruScore","test_or_spec","describe('TruScore Engine', () => {"
"src/__tests__/unit/lib/truscoreEngine.test.ts",11,"TruScore","test_or_spec","describe('calculateTruScore', () => {"
"src/__tests__/unit/lib/truscoreEngine.test.ts",13,"TruScore","test_or_spec","const result = calculateTruScore(null);"
"src/__tests__/unit/lib/truscoreEngine.test.ts",29,"TruScore","test_or_spec","const result = calculateTruScore(product);"
"src/__tests__/unit/lib/truscoreEngine.test.ts",43,"TruScore","test_or_spec","const result = calculateTruScore(product);"
"src/__tests__/unit/lib/truscoreEngine.test.ts",62,"TruScore","test_or_spec","const result = calculateTruScore(product);"
"src/__tests__/unit/lib/truscoreEngine.test.ts",74,"TruScore","test_or_spec","const result = calculateTruScore(product);"
"src/__tests__/unit/lib/truscoreEngine.test.ts",85,"TruScore","test_or_spec","const result = calculateTruScore(product);"
"src/__tests__/unit/lib/truscoreEngine.test.ts",96,"TruScore","test_or_spec","const result = calculateTruScore(product);"
"src/__tests__/unit/lib/truscoreEngine.test.ts",107,"TruScore","test_or_spec","const result = calculateTruScore(product);"
"src/__tests__/unit/lib/truscoreEngine.test.ts",118,"TruScore","test_or_spec","const result = calculateTruScore(product);"
"src/__tests__/unit/lib/truscoreEngine.test.ts",134,"TruScore","test_or_spec","const result = calculateTruScore(product);"
"backend/vercel/api/product-preview.ts",1,"TruScore","comment","// Product preview API for redirect page — TruScore from shared pillar engine (same as app)."
"backend/vercel/lib/offToTruescanProduct.ts",2,"TrueScan","comment","* Map Open Food Facts API `product` object → TrueScan `Product` for shared pillar calculators."
"backend/vercel/lib/shareLandingMeta.ts",9,"TruScore","backend_vercel","'negativeTruScore',"
"backend/vercel/lib/shareLandingMeta.ts",160,"TruScore","backend_vercel","case 'negativeTruScore':"
"backend/vercel/truescan-src/components/AdvancedSearchFilters.tsx",101,"TruScore","backend_vercel","{/* TruScore */}"
"backend/vercel/truescan-src/components/AlertsDisclaimerModal.tsx",45,"TruScore","backend_vercel","and do not change your TruScore. Banner alerts from the app (e.g. recalls) follow separate spec rules."
"backend/vercel/truescan-src/components/AlertsDisclaimerModal.tsx",58,"TruScore","backend_vercel","• TruScore stays objective and is not driven by these alert preferences"
"backend/vercel/truescan-src/components/AlertsDisclaimerModal.tsx",67,"TruScore","backend_vercel","By continuing, you confirm you understand these alerts are optional extras, separate from the core TruScore"
"backend/vercel/truescan-src/components/BannerAlertsCard.tsx",4,"TruScore","comment","* Displays alerts above the TruScore card."
"backend/vercel/truescan-src/components/CertificationMultiPicker.tsx",154,"TruScore","backend_vercel","{t('manualProduct.certificationsPickerHint') || 'Tap rows to select or deselect. Same tags as TruScore ethics certifications.'}"
"backend/vercel/truescan-src/components/GoogleSearchPricingModal.tsx",3,"TruScore","comment","// Displays search results in WebView with ""Return to TruScore"" button"
"backend/vercel/truescan-src/components/GoogleSearchPricingModal.tsx",236,"TruScore","backend_vercel","<Text style={styles.returnButtonText}>Return to TruScore</Text>"
"backend/vercel/truescan-src/components/ManualProductEntryModal.tsx",86,"TruScore","comment","// Certifications: OFF tags aligned with TruScore ethics picker"
"backend/vercel/truescan-src/components/NutritionTable.tsx",56,"TruScore","comment","/** UI second hook: same OFF-aligned merge as TruScore, so levels show even if upstream omitted them. */"
"backend/vercel/truescan-src/components/ShareModal.tsx",30,"TruScore","backend_vercel","import { TruScoreResult } from '../lib/truscoreEngine';"
"backend/vercel/truescan-src/components/ShareModal.tsx",40,"TruScore","backend_vercel","truScore?: TruScoreResult | null;"
"backend/vercel/truescan-src/components/ShareModal.tsx",41,"TruScore","backend_vercel","shareType?: 'truScore' | 'recall' | 'countryOfManufacture' | 'negativeTruScore' | 'productInfo' | 'insights' | 'palmOil' | 'nutrition' | 'ingredients' | 'processing' | 'allergens' | 'ecoscore';"
"backend/vercel/truescan-src/components/ShareProductStoryCard.tsx",51,"TrueScan","backend_vercel","<Text style={styles.headerText}>TrueScan</Text>"
"backend/vercel/truescan-src/components/ShareProductStoryCard.tsx",64,"TruScore","backend_vercel","<Text style={[styles.scoreLabel, { color: textSecondary }]}>TruScore</Text>"
"backend/vercel/truescan-src/components/TruScore.tsx",1,"TruScore","comment","// src/components/TruScore.tsx – TruScore v1.4 Display Component"
"backend/vercel/truescan-src/components/TruScore.tsx",5,"TruScore","backend_vercel","import { TruScoreResult } from '../lib/truscoreEngine';"
"backend/vercel/truescan-src/components/TruScore.tsx",8,"TruScore","backend_vercel","interface TruScoreProps {"
"backend/vercel/truescan-src/components/TruScore.tsx",9,"TruScore","backend_vercel","truScore: TruScoreResult;"
"backend/vercel/truescan-src/components/TruScore.tsx",13,"TruScore","backend_vercel","const TruScore = React.memo(function TruScore({ truScore, size = 'medium' }: TruScoreProps) {"
"backend/vercel/truescan-src/components/TruScore.tsx",59,"TruScore","backend_vercel","<Text style={[styles.subLabel, { color: colors.textSecondary }]}>TruScore</Text>"
"backend/vercel/truescan-src/components/TruScore.tsx",175,"TruScore","backend_vercel","export default TruScore;"
"backend/vercel/truescan-src/components/TruScoreAnalysisModal.tsx",2,"TruScore","comment","* TruScore Analysis Modal"
"backend/vercel/truescan-src/components/TruScoreAnalysisModal.tsx",5,"TruScore","comment","* 100% matches the TruScore shown on the app."
"backend/vercel/truescan-src/components/TruScoreAnalysisModal.tsx",12,"TruScore","backend_vercel","import type { TruScoreAnalysis } from '../types/truscoreAnalysis';"
"backend/vercel/truescan-src/components/TruScoreAnalysisModal.tsx",15,"TruScore","backend_vercel","interface TruScoreAnalysisModalProps {"
"backend/vercel/truescan-src/components/TruScoreAnalysisModal.tsx",18,"TruScore","backend_vercel","analysis: TruScoreAnalysis | null | undefined;"
"backend/vercel/truescan-src/components/TruScoreAnalysisModal.tsx",21,"TruScore","backend_vercel","export default function TruScoreAnalysisModal({ visible, onClose, analysis }: TruScoreAnalysisModalProps) {"
"backend/vercel/truescan-src/components/TruScoreAnalysisModal.tsx",40,"TruScore","backend_vercel","title=""TruScore breakdown"""
"backend/vercel/truescan-src/components/TruScoreAnalysisModal.tsx",46,"TruScore","backend_vercel","<Text style={[styles.totalLabel, { color: colors.text }]}>Total TruScore</Text>"
"backend/vercel/truescan-src/components/TrustScoreInfoModal.tsx",10,"TruScore","backend_vercel","interface TruScoreInfoModalProps {"
"backend/vercel/truescan-src/components/TrustScoreInfoModal.tsx",30,"TruScore","backend_vercel","export default function TruScoreInfoModal({ visible, onClose, product }: TruScoreInfoModalProps) {"
"backend/vercel/truescan-src/components/TrustScoreInfoModal.tsx",48,"TruScore","backend_vercel","{t('infoModal.trustScore.description') || 'TruScore is a comprehensive rating (0-100) based entirely on recognized public systems. Four equal pillars (25 points each): Body, Planet, Ethics, and Open.'}"
"backend/vercel/truescan-src/components/TrustScoreInfoModal.tsx",69,"TruScore","backend_vercel","{t('infoModal.trustScore.formula') || 'TruScore = Body (25) + Planet (25) + Ethics (25) + Open (25) = 0-100'}"
"backend/vercel/truescan-src/components/TrustScoreInfoModal.tsx",115,"TruScore","backend_vercel","{/* Calculation Steps - TruScore Methodology */}"
"backend/vercel/truescan-src/components/TrustScoreInfoModal.tsx",118,"TruScore","backend_vercel","{t('infoModal.trustScore.calculationSteps') || 'How TruScore is Calculated'}"
"backend/vercel/truescan-src/components/TrustScoreInfoModal.tsx",157,"TruScore","backend_vercel","{t('infoModal.trustScore.step5') || 'Sum all four pillars: TruScore = Body + Planet + Ethics + Open (0-100 total)'}"
"backend/vercel/truescan-src/components/TrustScoreInfoModal.tsx",258,"TruScore","backend_vercel","{t('infoModal.trustScore.confidenceScoreNote') || 'You\'ll see the confidence score as a badge next to the TruScore on the product page. This helps you know how much you can trust the information shown. Higher confidence means the data is m"
"backend/vercel/truescan-src/components/TrustScoreInfoModal.tsx",269,"TruScore","backend_vercel","{/* Planet - TruScore Pillar #2 */}"
"backend/vercel/truescan-src/components/TrustScoreInfoModal.tsx",309,"TruScore","backend_vercel","{/* Ethics - TruScore Pillar #3 */}"
"backend/vercel/truescan-src/components/TrustScoreInfoModal.tsx",355,"TruScore","backend_vercel","{/* Body - TruScore Pillar #1 */}"
"backend/vercel/truescan-src/components/TrustScoreInfoModal.tsx",521,"TruScore","backend_vercel","{t('infoModal.trustScore.scoring') || 'TruScore Ranges'}"
"backend/vercel/truescan-src/components/TrustScoreInfoModal.tsx",524,"TruScore","backend_vercel","{t('infoModal.trustScore.scoringDescription') || 'TruScore ranges from 0-100, with each of the 4 pillars contributing 0-25 points. Higher scores indicate better overall product quality across all dimensions.'}"
"backend/vercel/truescan-src/components/TrustScoreInfoModal.tsx",832,"TruScore","backend_vercel","{t('infoModal.trustScore.note') || 'TruScore v1.4 is calculated based on available product data from Open Food Facts, Open Beauty Facts, and UPCitemdb. The score uses recognized public systems (Nutri-Score, Eco-Score, NOVA, OFF labels) comb"
"backend/vercel/truescan-src/config/scoreHighlightDefinitions.ts",474,"TruScore","comment","// independent of whether a TruScore analysis object has been attached yet."
"backend/vercel/truescan-src/config/scoreHighlightDefinitions.ts",501,"TruScore","comment","// independent of whether a TruScore analysis object has been attached yet."
"backend/vercel/truescan-src/config/scoreHighlightDefinitions.ts",528,"TruScore","comment","// independent of whether a TruScore analysis object has been attached yet."
"backend/vercel/truescan-src/config/scoreHighlightDefinitions.ts",547,"TruScore","comment","// independent of whether a TruScore analysis object has been attached yet."
"backend/vercel/truescan-src/data/databases/truScoreOptimizedDatabase.ts",1,"TruScore","comment","// TruScore-Optimized Database Service"
"backend/vercel/truescan-src/data/databases/truScoreOptimizedDatabase.ts",2,"TruScore","comment","// Ensures maximum data quality and completeness for TruScore calculation"
"backend/vercel/truescan-src/data/databases/truScoreOptimizedDatabase.ts",33,"TruScore","comment","// FSANZ is queried by product name via queryFSANZByProductName() in queryByNameForTruScore()"
