source_id,source_name,source_type,source_url_or_reference,source_owner_or_publisher,harvest_method,harvest_date,source_harvest_date,source_status,notes_internal
SRC_CAPTAINS_TABLE_IGA_PRODUCT_PAGE,IGA product listing — Captain's Table Classic,retailer_product_page,https://iganathalia.com.au/lines/nab-capt-table-classic-125gm,IGA Nathalia,source_harvest,2026-04-29,2026-04-29,active,Retailer listing used as alias evidence for Captain's Table shorthand.
SRC_CAPTAINS_TABLE_FOODWORKS_PRODUCT_PAGE,FoodWorks product listing — Captain's Table Classic,retailer_product_page,https://lorne-shop.foodworks.com.au/lines/nab-capt-table-classic-125gm,FoodWorks Lorne,source_harvest,2026-04-29,2026-04-29,active,Retailer listing used as alias evidence for Captain's Table shorthand.
SRC_COLES_CANNED_MEALS,Coles canned meals / pantry audit source,retailer_category_page,https://www.coles.com.au/browse/pantry/canned-food-soups-noodles,Coles,source_harvest,2026-04-29,2026-04-29,active,Catalogue audit source used for SPC canned meal alias evidence.
SRC_FONTERRA_ANZ_CONSUMER_SALE,Fonterra completes sale of ANZ consumer and associated businesses,corporate_press_release,https://www.fonterra.com/nz/en/our-news/media/fonterra-completes-sale-of-anz-consumer-business.html,Fonterra,source_harvest,2026-08-16,2026-08-16,active,Completed ANZ consumer divestment to Lactalis; factual basis for current-chain reparents.
SRC_MONSTER_BEV_CORP,Monster Beverage Corporation,official_parent_brand_page,https://www.monsterbevcorp.com/,Monster Beverage Corporation,source_harvest,2026-08-16,2026-08-16,active,"Registered for 20260816 chaining delta; factual official source, not the instruction file."
SRC_FRONERI,Froneri,official_parent_brand_page,https://www.froneri.com/,Froneri,source_harvest,2026-08-16,2026-08-16,active,"Registered for 20260816 chaining delta; factual official source, not the instruction file."
SRC_JDE_PEETS,JDE Peet's,official_parent_brand_page,https://www.jdepeets.com/,JDE Peet's,source_harvest,2026-08-16,2026-08-16,active,"Registered for 20260816 chaining delta; factual official source, not the instruction file."
SRC_SUNKIST_GROWERS,Sunkist Growers,official_parent_brand_page,https://www.sunkist.com/,Sunkist Growers,source_harvest,2026-08-16,2026-08-16,active,"Registered for 20260816 chaining delta; factual official source, not the instruction file."
SRC_OPEN_COUNTRY_DAIRY,Open Country Dairy,official_parent_brand_page,https://www.opencountry.co.nz/,Open Country Dairy,source_harvest,2026-08-16,2026-08-16,active,"Registered for 20260816 chaining delta; factual official source, not the instruction file."
SRC_TALLEYS_ABOUT,Talley's — About Us,official_brand_page,https://www.talleys.co.nz/about-us,Talley's,source_harvest,2026-08-16,2026-08-16,active,"Registered for 20260816 chaining delta; factual official source, not the instruction file."
