brand_id,canonical_brand_name,display_brand_name,parent_id,parent_display_name,brand_type,review_state,primary_source_type,primary_source_id,primary_source_name,primary_source_url_or_reference,source_harvest_date,substantiation_note,notes_internal
B0293,Weight Watchers,Weight Watchers,P0016,The Kraft Heinz Company,global_brand,reviewed,official_parent_brand_page,SRC_KRAFT_HEINZ_BRANDS,Kraft Heinz — Beloved Global Brands,https://www.kraftheinzcompany.com/brands.html,2026-04-28,v0.3 source-harvested brand under The Kraft Heinz Company from Kraft Heinz — ...,
B0123,Ferrero,Ferrero,P0017,Ferrero Group,global_brand,reviewed,official_parent_brand_page,SRC_FERRERO_AU_BRANDS,Ferrero Australia & New Zealand — Brands,https://www.ferrero.com/au/en/our-brands,2026-04-28,v0.3 source-harvested brand under Ferrero Group from Ferrero Australia & New ...,
B0297,Ferrero Collection,Ferrero Collection,P0017,Ferrero Group,global_brand,reviewed,official_parent_brand_page,SRC_FERRERO_AU_BRANDS,Ferrero Australia & New Zealand — Brands,https://www.ferrero.com/au/en/our-brands,2026-04-28,v0.3 source-harvested brand under Ferrero Group from Ferrero Australia & New ...,
B0120,Ferrero Rocher,Ferrero Rocher,P0017,Ferrero Group,global_brand,reviewed,official_parent_brand_page,SRC_FERRERO_AU_BRANDS,Ferrero Australia & New Zealand — Brands,https://www.ferrero.com/au/en/our-brands,2026-04-28,v0.3 source-harvested brand under Ferrero Group from Ferrero Australia & New ...,
B0121,Kinder,Kinder,P0017,Ferrero Group,global_brand,reviewed,official_parent_brand_page,SRC_FERRERO_AU_BRANDS,Ferrero Australia & New Zealand — Brands,https://www.ferrero.com/au/en/our-brands,2026-04-28,v0.3 source-harvested brand under Ferrero Group from Ferrero Australia & New ...,
B0295,Kinder Bueno,Kinder Bueno,P0017,Ferrero Group,global_brand,reviewed,official_parent_brand_page,SRC_FERRERO_AU_BRANDS,Ferrero Australia & New Zealand — Brands,https://www.ferrero.com/au/en/our-brands,2026-04-28,v0.3 source-harvested brand under Ferrero Group from Ferrero Australia & New ...,
B0119,Nutella,Nutella,P0017,Ferrero Group,global_brand,reviewed,official_parent_brand_page,SRC_FERRERO_AU_BRANDS,Ferrero Australia & New Zealand — Brands,https://www.ferrero.com/au/en/our-brands,2026-04-28,v0.3 source-harvested brand under Ferrero Group from Ferrero Australia & New ...,
B0296,Raffaello,Raffaello,P0017,Ferrero Group,global_brand,reviewed,official_parent_brand_page,SRC_FERRERO_AU_BRANDS,Ferrero Australia & New Zealand — Brands,https://www.ferrero.com/au/en/our-brands,2026-04-28,v0.3 source-harvested brand under Ferrero Group from Ferrero Australia & New ...,
B0298,Thorntons,Thorntons,P0017,Ferrero Group,global_brand,reviewed,official_parent_brand_page,SRC_FERRERO_AU_BRANDS,Ferrero Australia & New Zealand — Brands,https://www.ferrero.com/au/en/our-brands,2026-04-28,v0.3 source-harvested brand under Ferrero Group from Ferrero Australia & New ...,
B0122,Tic Tac,Tic Tac,P0017,Ferrero Group,global_brand,reviewed,official_parent_brand_page,SRC_FERRERO_AU_BRANDS,Ferrero Australia & New Zealand — Brands,https://www.ferrero.com/au/en/our-brands,2026-04-28,v0.3 source-harvested brand under Ferrero Group from Ferrero Australia & New ...,
B0302,Abbott's Bakery,Abbott's Bakery,P0018,Associated British Foods plc,global_brand,reviewed,official_parent_brand_page,SRC_ABF_BRANDS,Associated British Foods — Our Businesses,https://www.abf.co.uk/our-businesses,2026-04-28,v0.3 source-harvested brand under Associated British Foods plc from Associate...,
B0306,Big Ben,Big Ben,P0018,Associated British Foods plc,global_brand,reviewed,official_parent_brand_page,SRC_ABF_BRANDS,Associated British Foods — Our Businesses,https://www.abf.co.uk/our-businesses,2026-04-28,v0.3 source-harvested brand under Associated British Foods plc from Associate...,
B0311,Billington's,Billington's,P0018,Associated British Foods plc,global_brand,reviewed,official_parent_brand_page,SRC_ABF_BRANDS,Associated British Foods — Our Businesses,https://www.abf.co.uk/our-businesses,2026-04-28,v0.3 source-harvested brand under Associated British Foods plc from Associate...,
B0300,Blue Dragon,Blue Dragon,P0018,Associated British Foods plc,global_brand,reviewed,official_parent_brand_page,SRC_ABF_BRANDS,Associated British Foods — Our Businesses,https://www.abf.co.uk/our-businesses,2026-04-28,v0.3 source-harvested brand under Associated British Foods plc from Associate...,
B0303,Bürgen,Bürgen,P0018,Associated British Foods plc,global_brand,reviewed,official_parent_brand_page,SRC_ABF_BRANDS,Associated British Foods — Our Businesses,https://www.abf.co.uk/our-businesses,2026-04-28,v0.3 source-harvested brand under Associated British Foods plc from Associate...,
B0308,Dad's Pies,Dad's Pies,P0018,Associated British Foods plc,global_brand,reviewed,official_parent_brand_page,SRC_ABF_BRANDS,Associated British Foods — Our Businesses,https://www.abf.co.uk/our-businesses,2026-04-28,v0.3 source-harvested brand under Associated British Foods plc from Associate...,
B0313,Dorset Cereals,Dorset Cereals,P0018,Associated British Foods plc,global_brand,reviewed,official_parent_brand_page,SRC_ABF_BRANDS,Associated British Foods — Our Businesses,https://www.abf.co.uk/our-businesses,2026-04-28,v0.3 source-harvested brand under Associated British Foods plc from Associate...,
B0304,Golden,Golden,P0018,Associated British Foods plc,global_brand,reviewed,official_parent_brand_page,SRC_ABF_BRANDS,Associated British Foods — Our Businesses,https://www.abf.co.uk/our-businesses,2026-04-28,v0.3 source-harvested brand under Associated British Foods plc from Associate...,
B0127,Jordans,Jordans,P0018,Associated British Foods plc,global_brand,reviewed,official_parent_brand_page,SRC_ABF_BRANDS,Associated British Foods — Our Businesses,https://www.abf.co.uk/our-businesses,2026-04-28,v0.3 source-harvested brand under Associated British Foods plc from Associate...,
B0312,Mazola,Mazola,P0018,Associated British Foods plc,global_brand,reviewed,official_parent_brand_page,SRC_ABF_BRANDS,Associated British Foods — Our Businesses,https://www.abf.co.uk/our-businesses,2026-04-28,v0.3 source-harvested brand under Associated British Foods plc from Associate...,
B0314,Mazzetti,Mazzetti,P0018,Associated British Foods plc,global_brand,reviewed,official_parent_brand_page,SRC_ABF_BRANDS,Associated British Foods — Our Businesses,https://www.abf.co.uk/our-businesses,2026-04-28,v0.3 source-harvested brand under Associated British Foods plc from Associate...,
B0125,Ovaltine,Ovaltine,P0018,Associated British Foods plc,global_brand,reviewed,official_parent_brand_page,SRC_ABF_BRANDS,Associated British Foods — Our Businesses,https://www.abf.co.uk/our-businesses,2026-04-28,v0.3 source-harvested brand under Associated British Foods plc from Associate...,
B0299,Patak's,Patak's,P0018,Associated British Foods plc,global_brand,reviewed,official_parent_brand_page,SRC_ABF_BRANDS,Associated British Foods — Our Businesses,https://www.abf.co.uk/our-businesses,2026-04-28,v0.3 source-harvested brand under Associated British Foods plc from Associate...,
B0305,Ploughmans Bakery,Ploughmans Bakery,P0018,Associated British Foods plc,global_brand,reviewed,official_parent_brand_page,SRC_ABF_BRANDS,Associated British Foods — Our Businesses,https://www.abf.co.uk/our-businesses,2026-04-28,v0.3 source-harvested brand under Associated British Foods plc from Associate...,
B0126,Ryvita,Ryvita,P0018,Associated British Foods plc,global_brand,reviewed,official_parent_brand_page,SRC_ABF_BRANDS,Associated British Foods — Our Businesses,https://www.abf.co.uk/our-businesses,2026-04-28,v0.3 source-harvested brand under Associated British Foods plc from Associate...,
B0310,Silver Spoon,Silver Spoon,P0018,Associated British Foods plc,global_brand,reviewed,official_parent_brand_page,SRC_ABF_BRANDS,Associated British Foods — Our Businesses,https://www.abf.co.uk/our-businesses,2026-04-28,v0.3 source-harvested brand under Associated British Foods plc from Associate...,
B0307,Speedibake,Speedibake,P0018,Associated British Foods plc,global_brand,reviewed,official_parent_brand_page,SRC_ABF_BRANDS,Associated British Foods — Our Businesses,https://www.abf.co.uk/our-businesses,2026-04-28,v0.3 source-harvested brand under Associated British Foods plc from Associate...,
B0301,Tip Top Bakery,Tip Top Bakery,P0164,George Weston Foods Limited,global_brand,reviewed,official_parent_brand_page,SRC_CHAINING_REFRESH_20260816,Chaining refresh 20260816,CHAT_Cursor_Chaining_Asset_Refresh_Instruction_20260816,2026-08-16,AU/NZ current-chain refresh 20260816 from founder governed Chaining instruction; runtime consumes review_state=reviewed only.,RENAME 2026-08-16 to avoid unqualified alias collision
B0124,Twinings,Twinings,P0018,Associated British Foods plc,global_brand,reviewed,official_parent_brand_page,SRC_ABF_BRANDS,Associated British Foods — Our Businesses,https://www.abf.co.uk/our-businesses,2026-04-28,v0.3 source-harvested brand under Associated British Foods plc from Associate...,
B0309,Yumi's,Yumi's,P0018,Associated British Foods plc,global_brand,reviewed,official_parent_brand_page,SRC_ABF_BRANDS,Associated British Foods — Our Businesses,https://www.abf.co.uk/our-businesses,2026-04-28,v0.3 source-harvested brand under Associated British Foods plc from Associate...,
B0128,Barilla,Barilla,P0019,Barilla G. e R. Fratelli S.p.A.,global_brand,reviewed,official_parent_brand_page,SRC_BARILLA_GROUP_BRANDS,Barilla Group — Brands,https://www.barillagroup.com/en/brands/,2026-04-28,v0.3 source-harvested brand under Barilla G. e R. Fratelli S.p.A. from Barill...,
B0318,GranCereale,GranCereale,P0019,Barilla G. e R. Fratelli S.p.A.,global_brand,reviewed,official_parent_brand_page,SRC_BARILLA_GROUP_BRANDS,Barilla Group — Brands,https://www.barillagroup.com/en/brands/,2026-04-28,v0.3 source-harvested brand under Barilla G. e R. Fratelli S.p.A. from Barill...,
B0319,Harrys,Harrys,P0019,Barilla G. e R. Fratelli S.p.A.,global_brand,reviewed,official_parent_brand_page,SRC_BARILLA_GROUP_BRANDS,Barilla Group — Brands,https://www.barillagroup.com/en/brands/,2026-04-28,v0.3 source-harvested brand under Barilla G. e R. Fratelli S.p.A. from Barill...,
B0316,Mulino Bianco,Mulino Bianco,P0019,Barilla G. e R. Fratelli S.p.A.,global_brand,reviewed,official_parent_brand_page,SRC_BARILLA_GROUP_BRANDS,Barilla Group — Brands,https://www.barillagroup.com/en/brands/,2026-04-28,v0.3 source-harvested brand under Barilla G. e R. Fratelli S.p.A. from Barill...,
B0317,Pan di Stelle,Pan di Stelle,P0019,Barilla G. e R. Fratelli S.p.A.,global_brand,reviewed,official_parent_brand_page,SRC_BARILLA_GROUP_BRANDS,Barilla Group — Brands,https://www.barillagroup.com/en/brands/,2026-04-28,v0.3 source-harvested brand under Barilla G. e R. Fratelli S.p.A. from Barill...,
B0129,Pasta Evangelists,Pasta Evangelists,P0019,Barilla G. e R. Fratelli S.p.A.,global_brand,reviewed,official_parent_brand_page,SRC_BARILLA_GROUP_BRANDS,Barilla Group — Brands,https://www.barillagroup.com/en/brands/,2026-04-28,v0.3 source-harvested brand under Barilla G. e R. Fratelli S.p.A. from Barill...,
B0320,Pavesi,Pavesi,P0019,Barilla G. e R. Fratelli S.p.A.,global_brand,reviewed,official_parent_brand_page,SRC_BARILLA_GROUP_BRANDS,Barilla Group — Brands,https://www.barillagroup.com/en/brands/,2026-04-28,v0.3 source-harvested brand under Barilla G. e R. Fratelli S.p.A. from Barill...,
B0321,Vero Gusto,Vero Gusto,P0019,Barilla G. e R. Fratelli S.p.A.,global_brand,reviewed,official_parent_brand_page,SRC_BARILLA_GROUP_BRANDS,Barilla Group — Brands,https://www.barillagroup.com/en/brands/,2026-04-28,v0.3 source-harvested brand under Barilla G. e R. Fratelli S.p.A. from Barill...,
B0315,Wasa,Wasa,P0019,Barilla G. e R. Fratelli S.p.A.,global_brand,reviewed,official_parent_brand_page,SRC_BARILLA_GROUP_BRANDS,Barilla Group — Brands,https://www.barillagroup.com/en/brands/,2026-04-28,v0.3 source-harvested brand under Barilla G. e R. Fratelli S.p.A. from Barill...,
B0133,Galbani,Galbani,P0020,Lactalis Group,global_brand,reviewed,official_parent_brand_page,SRC_LACTALIS_AU_BRANDS,Lactalis Australia — Brands,https://lactalis.com.au/brand/,2026-04-28,v0.3 source-harvested brand under Lactalis Group from Lactalis Australia — Br...,
B0134,Ice Break,Ice Break,P0020,Lactalis Group,global_brand,reviewed,official_parent_brand_page,SRC_LACTALIS_AU_BRANDS,Lactalis Australia — Brands,https://lactalis.com.au/brand/,2026-04-28,v0.3 source-harvested brand under Lactalis Group from Lactalis Australia — Br...,
B0327,Jalna,Jalna,P0020,Lactalis Group,global_brand,reviewed,official_parent_brand_page,SRC_LACTALIS_AU_BRANDS,Lactalis Australia — Brands,https://lactalis.com.au/brand/,2026-04-28,v0.3 source-harvested brand under Lactalis Group from Lactalis Australia — Br...,
B0326,Jindi,Jindi,P0020,Lactalis Group,global_brand,reviewed,official_parent_brand_page,SRC_LACTALIS_AU_BRANDS,Lactalis Australia — Brands,https://lactalis.com.au/brand/,2026-04-28,v0.3 source-harvested brand under Lactalis Group from Lactalis Australia — Br...,
B0323,Lemnos,Lemnos,P0020,Lactalis Group,global_brand,reviewed,official_parent_brand_page,SRC_LACTALIS_AU_BRANDS,Lactalis Australia — Brands,https://lactalis.com.au/brand/,2026-04-28,v0.3 source-harvested brand under Lactalis Group from Lactalis Australia — Br...,
B0135,OAK,OAK,P0020,Lactalis Group,global_brand,reviewed,official_parent_brand_page,SRC_LACTALIS_AU_BRANDS,Lactalis Australia — Brands,https://lactalis.com.au/brand/,2026-04-28,v0.3 source-harvested brand under Lactalis Group from Lactalis Australia — Br...,
B0131,Pauls,Pauls,P0020,Lactalis Group,global_brand,reviewed,official_parent_brand_page,SRC_LACTALIS_AU_BRANDS,Lactalis Australia — Brands,https://lactalis.com.au/brand/,2026-04-28,v0.3 source-harvested brand under Lactalis Group from Lactalis Australia — Br...,
B0324,Président,Président,P0020,Lactalis Group,global_brand,reviewed,official_parent_brand_page,SRC_LACTALIS_AU_BRANDS,Lactalis Australia — Brands,https://lactalis.com.au/brand/,2026-04-28,v0.3 source-harvested brand under Lactalis Group from Lactalis Australia — Br...,
B0325,Siggi's,Siggi's,P0020,Lactalis Group,global_brand,reviewed,official_parent_brand_page,SRC_LACTALIS_AU_BRANDS,Lactalis Australia — Brands,https://lactalis.com.au/brand/,2026-04-28,v0.3 source-harvested brand under Lactalis Group from Lactalis Australia — Br...,
B0322,Tamar Valley Dairy,Tamar Valley Dairy,P0020,Lactalis Group,global_brand,reviewed,official_parent_brand_page,SRC_LACTALIS_AU_BRANDS,Lactalis Australia — Brands,https://lactalis.com.au/brand/,2026-04-28,v0.3 source-harvested brand under Lactalis Group from Lactalis Australia — Br...,
B0132,Vaalia,Vaalia,P0020,Lactalis Group,global_brand,reviewed,official_parent_brand_page,SRC_LACTALIS_AU_BRANDS,Lactalis Australia — Brands,https://lactalis.com.au/brand/,2026-04-28,v0.3 source-harvested brand under Lactalis Group from Lactalis Australia — Br...,
B0136,Arla,Arla,P0021,Arla Foods amba,global_brand,reviewed,official_parent_brand_page,SRC_ARLA_BRANDS,Arla Foods — Brands,https://www.arla.com/brands/,2026-04-28,v0.3 source-harvested brand under Arla Foods amba from Arla Foods — Brands; F...,
B0138,Castello,Castello,P0021,Arla Foods amba,global_brand,reviewed,official_parent_brand_page,SRC_ARLA_BRANDS,Arla Foods — Brands,https://www.arla.com/brands/,2026-04-28,v0.3 source-harvested brand under Arla Foods amba from Arla Foods — Brands; F...,
B0137,Lurpak,Lurpak,P0021,Arla Foods amba,global_brand,reviewed,official_parent_brand_page,SRC_ARLA_BRANDS,Arla Foods — Brands,https://www.arla.com/brands/,2026-04-28,v0.3 source-harvested brand under Arla Foods amba from Arla Foods — Brands; F...,
B0328,Puck,Puck,P0021,Arla Foods amba,global_brand,reviewed,official_parent_brand_page,SRC_ARLA_BRANDS,Arla Foods — Brands,https://www.arla.com/brands/,2026-04-28,v0.3 source-harvested brand under Arla Foods amba from Arla Foods — Brands; F...,
B0329,Starbucks chilled coffee,Starbucks chilled coffee,P0021,Arla Foods amba,global_brand,reviewed,official_parent_brand_page,SRC_ARLA_BRANDS,Arla Foods — Brands,https://www.arla.com/brands/,2026-04-28,v0.3 source-harvested brand under Arla Foods amba from Arla Foods — Brands; F...,
B0139,Anchor,Anchor,P0022,Fonterra Co-operative Group Limited,local_brand,reviewed,official_parent_brand_page,SRC_FONTERRA_AU_BRANDS,Fonterra Australia — Our Brands,https://www.fonterra.com/au/en/about-us/our-brands.html,2026-04-28,v0.3 source-harvested brand under Fonterra Co-operative Group Limited from Fo...,
B0332,Anchor Food Professionals,Anchor Food Professionals,P0022,Fonterra Co-operative Group Limited,local_brand,reviewed,official_parent_brand_page,SRC_FONTERRA_AU_BRANDS,Fonterra Australia — Our Brands,https://www.fonterra.com/au/en/about-us/our-brands.html,2026-04-28,v0.3 source-harvested brand under Fonterra Co-operative Group Limited from Fo...,
B0143,Anlene,Anlene,P0022,Fonterra Co-operative Group Limited,local_brand,reviewed,official_parent_brand_page,SRC_FONTERRA_AU_BRANDS,Fonterra Australia — Our Brands,https://www.fonterra.com/au/en/about-us/our-brands.html,2026-04-28,v0.3 source-harvested brand under Fonterra Co-operative Group Limited from Fo...,
B0144,Anmum,Anmum,P0022,Fonterra Co-operative Group Limited,local_brand,reviewed,official_parent_brand_page,SRC_FONTERRA_AU_BRANDS,Fonterra Australia — Our Brands,https://www.fonterra.com/au/en/about-us/our-brands.html,2026-04-28,v0.3 source-harvested brand under Fonterra Co-operative Group Limited from Fo...,
B0330,Bega Cheese,Bega Cheese,P0022,Fonterra Co-operative Group Limited,local_brand,reviewed,official_parent_brand_page,SRC_FONTERRA_AU_BRANDS,Fonterra Australia — Our Brands,https://www.fonterra.com/au/en/about-us/our-brands.html,2026-04-28,v0.3 source-harvested brand under Fonterra Co-operative Group Limited from Fo...,
B0331,Kapiti,Kapiti,P0022,Fonterra Co-operative Group Limited,local_brand,reviewed,official_parent_brand_page,SRC_FONTERRA_AU_BRANDS,Fonterra Australia — Our Brands,https://www.fonterra.com/au/en/about-us/our-brands.html,2026-04-28,v0.3 source-harvested brand under Fonterra Co-operative Group Limited from Fo...,
B0140,Mainland,Mainland,P0022,Fonterra Co-operative Group Limited,local_brand,reviewed,official_parent_brand_page,SRC_FONTERRA_AU_BRANDS,Fonterra Australia — Our Brands,https://www.fonterra.com/au/en/about-us/our-brands.html,2026-04-28,v0.3 source-harvested brand under Fonterra Co-operative Group Limited from Fo...,
B0333,NZMP,NZMP,P0022,Fonterra Co-operative Group Limited,local_brand,reviewed,official_parent_brand_page,SRC_FONTERRA_AU_BRANDS,Fonterra Australia — Our Brands,https://www.fonterra.com/au/en/about-us/our-brands.html,2026-04-28,v0.3 source-harvested brand under Fonterra Co-operative Group Limited from Fo...,
B0141,Perfect Italiano,Perfect Italiano,P0022,Fonterra Co-operative Group Limited,local_brand,reviewed,official_parent_brand_page,SRC_FONTERRA_AU_BRANDS,Fonterra Australia — Our Brands,https://www.fonterra.com/au/en/about-us/our-brands.html,2026-04-28,v0.3 source-harvested brand under Fonterra Co-operative Group Limited from Fo...,
B0142,Western Star,Western Star,P0022,Fonterra Co-operative Group Limited,local_brand,reviewed,official_parent_brand_page,SRC_FONTERRA_AU_BRANDS,Fonterra Australia — Our Brands,https://www.fonterra.com/au/en/about-us/our-brands.html,2026-04-28,v0.3 source-harvested brand under Fonterra Co-operative Group Limited from Fo...,
B0150,B honey,B honey,P0023,Bega Group Limited,local_brand,reviewed,official_parent_brand_page,SRC_BEGA_GROUP_BRANDS,Bega Group — About/Brands,https://begagroup.com.au/,2026-04-28,v0.3 source-harvested brand under Bega Group Limited from Bega Group — About/...,
B0145,Bega,Bega,P0023,Bega Group Limited,local_brand,reviewed,official_parent_brand_page,SRC_BEGA_GROUP_BRANDS,Bega Group — About/Brands,https://begagroup.com.au/,2026-04-28,v0.3 source-harvested brand under Bega Group Limited from Bega Group — About/...,
B0341,Big M,Big M,P0023,Bega Group Limited,local_brand,reviewed,official_parent_brand_page,SRC_BEGA_GROUP_BRANDS,Bega Group — About/Brands,https://begagroup.com.au/,2026-04-28,v0.3 source-harvested brand under Bega Group Limited from Bega Group — About/...,
B0340,Daily Juice,Daily Juice,P0023,Bega Group Limited,local_brand,reviewed,official_parent_brand_page,SRC_BEGA_GROUP_BRANDS,Bega Group — About/Brands,https://begagroup.com.au/,2026-04-28,v0.3 source-harvested brand under Bega Group Limited from Bega Group — About/...,
B0334,Dairy Farmers,Dairy Farmers,P0023,Bega Group Limited,local_brand,reviewed,official_parent_brand_page,SRC_BEGA_GROUP_BRANDS,Bega Group — About/Brands,https://begagroup.com.au/,2026-04-28,v0.3 source-harvested brand under Bega Group Limited from Bega Group — About/...,
B0335,Dare,Dare,P0023,Bega Group Limited,local_brand,reviewed,official_parent_brand_page,SRC_BEGA_GROUP_BRANDS,Bega Group — About/Brands,https://begagroup.com.au/,2026-04-28,v0.3 source-harvested brand under Bega Group Limited from Bega Group — About/...,
B0149,Farmers Table,Farmers Table,P0023,Bega Group Limited,local_brand,reviewed,official_parent_brand_page,SRC_BEGA_GROUP_BRANDS,Bega Group — About/Brands,https://begagroup.com.au/,2026-04-28,v0.3 source-harvested brand under Bega Group Limited from Bega Group — About/...,
B0337,Farmers Union,Farmers Union,P0023,Bega Group Limited,local_brand,reviewed,official_parent_brand_page,SRC_BEGA_GROUP_BRANDS,Bega Group — About/Brands,https://begagroup.com.au/,2026-04-28,v0.3 source-harvested brand under Bega Group Limited from Bega Group — About/...,
B0342,Masters,Masters,P0023,Bega Group Limited,local_brand,reviewed,official_parent_brand_page,SRC_BEGA_GROUP_BRANDS,Bega Group — About/Brands,https://begagroup.com.au/,2026-04-28,v0.3 source-harvested brand under Bega Group Limited from Bega Group — About/...,
B0343,Mildura,Mildura,P0023,Bega Group Limited,local_brand,reviewed,official_parent_brand_page,SRC_BEGA_GROUP_BRANDS,Bega Group — About/Brands,https://begagroup.com.au/,2026-04-28,v0.3 source-harvested brand under Bega Group Limited from Bega Group — About/...,
B0344,Peanut Butter Company,Peanut Butter Company,P0023,Bega Group Limited,local_brand,reviewed,official_parent_brand_page,SRC_BEGA_GROUP_BRANDS,Bega Group — About/Brands,https://begagroup.com.au/,2026-04-28,v0.3 source-harvested brand under Bega Group Limited from Bega Group — About/...,
B0336,Pura,Pura,P0023,Bega Group Limited,local_brand,reviewed,official_parent_brand_page,SRC_BEGA_GROUP_BRANDS,Bega Group — About/Brands,https://begagroup.com.au/,2026-04-28,v0.3 source-harvested brand under Bega Group Limited from Bega Group — About/...,
B0148,Tatura,Tatura,P0023,Bega Group Limited,local_brand,reviewed,official_parent_brand_page,SRC_BEGA_GROUP_BRANDS,Bega Group — About/Brands,https://begagroup.com.au/,2026-04-28,v0.3 source-harvested brand under Bega Group Limited from Bega Group — About/...,
B0146,Vegemite,Vegemite,P0023,Bega Group Limited,local_brand,reviewed,official_parent_brand_page,SRC_BEGA_GROUP_BRANDS,Bega Group — About/Brands,https://begagroup.com.au/,2026-04-28,v0.3 source-harvested brand under Bega Group Limited from Bega Group — About/...,
B0339,Yoplait (AU / Bega licence),Yoplait (AU),P0023,Bega Group Limited,local_brand,reviewed,official_parent_brand_page,SRC_CHAINING_REFRESH_20260816,Bega Group — About/Brands,https://begagroup.com.au/,2026-08-16,v0.3 source-harvested brand under Bega Group Limited from Bega Group — About/...,RENAME 2026-08-16 to avoid unqualified alias collision
B0338,Zooper Dooper,Zooper Dooper,P0023,Bega Group Limited,local_brand,reviewed,official_parent_brand_page,SRC_BEGA_GROUP_BRANDS,Bega Group — About/Brands,https://begagroup.com.au/,2026-04-28,v0.3 source-harvested brand under Bega Group Limited from Bega Group — About/...,
B0147,ZoOsh,ZoOsh,P0023,Bega Group Limited,local_brand,reviewed,official_parent_brand_page,SRC_BEGA_GROUP_BRANDS,Bega Group — About/Brands,https://begagroup.com.au/,2026-04-28,v0.3 source-harvested brand under Bega Group Limited from Bega Group — About/...,
B0346,a2 Gentle Gold,a2 Gentle Gold,P0024,The a2 Milk Company Limited,local_brand,reviewed,official_parent_brand_page,SRC_A2_MILK_BRANDS,The a2 Milk Company,https://thea2milkcompany.com/,2026-04-28,v0.3 source-harvested brand under The a2 Milk Company Limited from The a2 Mil...,
B0151,a2 Milk,a2 Milk,P0024,The a2 Milk Company Limited,local_brand,reviewed,official_parent_brand_page,SRC_A2_MILK_BRANDS,The a2 Milk Company,https://thea2milkcompany.com/,2026-04-28,v0.3 source-harvested brand under The a2 Milk Company Limited from The a2 Mil...,
B0345,a2 Nutrition,a2 Nutrition,P0024,The a2 Milk Company Limited,local_brand,reviewed,official_parent_brand_page,SRC_A2_MILK_BRANDS,The a2 Milk Company,https://thea2milkcompany.com/,2026-04-28,v0.3 source-harvested brand under The a2 Milk Company Limited from The a2 Mil...,
B0152,a2 Platinum,a2 Platinum,P0024,The a2 Milk Company Limited,local_brand,reviewed,official_parent_brand_page,SRC_A2_MILK_BRANDS,The a2 Milk Company,https://thea2milkcompany.com/,2026-04-28,v0.3 source-harvested brand under The a2 Milk Company Limited from The a2 Mil...,
B0348,Light'n'Tasty,Light'n'Tasty,P0025,Sanitarium Health Food Company,local_brand,reviewed,official_brand_page,SRC_SANITARIUM_BRANDS,Sanitarium brand stewardship seed,https://www.sanitarium.com/au/,2026-04-28,v0.3 source-harvested brand under Sanitarium Health Food Company from Sanitar...,
B0347,Marmite,Marmite,P0025,Sanitarium Health Food Company,local_brand,reviewed,official_brand_page,SRC_SANITARIUM_BRANDS,Sanitarium brand stewardship seed,https://www.sanitarium.com/au/,2026-04-28,v0.3 source-harvested brand under Sanitarium Health Food Company from Sanitar...,
B0153,Sanitarium,Sanitarium,P0025,Sanitarium Health Food Company,local_brand,reviewed,official_brand_page,SRC_SANITARIUM_BRANDS,Sanitarium brand stewardship seed,https://www.sanitarium.com/au/,2026-04-28,v0.3 source-harvested brand under Sanitarium Health Food Company from Sanitar...,
B0156,So Good,So Good,P0025,Sanitarium Health Food Company,local_brand,reviewed,official_brand_page,SRC_SANITARIUM_BRANDS,Sanitarium brand stewardship seed,https://www.sanitarium.com/au/,2026-04-28,v0.3 source-harvested brand under Sanitarium Health Food Company from Sanitar...,
B0155,UP&GO,UP&GO,P0025,Sanitarium Health Food Company,local_brand,reviewed,official_brand_page,SRC_SANITARIUM_BRANDS,Sanitarium brand stewardship seed,https://www.sanitarium.com/au/,2026-04-28,v0.3 source-harvested brand under Sanitarium Health Food Company from Sanitar...,
B0154,Weet-Bix,Weet-Bix,P0025,Sanitarium Health Food Company,local_brand,reviewed,official_brand_page,SRC_SANITARIUM_BRANDS,Sanitarium brand stewardship seed,https://www.sanitarium.com/au/,2026-04-28,v0.3 source-harvested brand under Sanitarium Health Food Company from Sanitar...,
B0349,Weet-Bix Bites,Weet-Bix Bites,P0025,Sanitarium Health Food Company,local_brand,reviewed,official_brand_page,SRC_SANITARIUM_BRANDS,Sanitarium brand stewardship seed,https://www.sanitarium.com/au/,2026-04-28,v0.3 source-harvested brand under Sanitarium Health Food Company from Sanitar...,
B0157,Ingham's,Ingham's,P0026,Inghams Group Limited,local_brand,reviewed,official_parent_brand_page,SRC_INGHAMS_BRANDS,Ingham's — Our Brands,https://inghams.com.au/,2026-04-28,v0.3 source-harvested brand under Inghams Group Limited from Ingham's — Our B...,
B0350,Steggles,Steggles,P0026,Inghams Group Limited,local_brand,reviewed,official_parent_brand_page,SRC_INGHAMS_BRANDS,Ingham's — Our Brands,https://inghams.com.au/,2026-04-28,v0.3 source-harvested brand under Inghams Group Limited from Ingham's — Our B...,
B0356,1855,1855,P0027,JBS S.A.,global_brand,reviewed,official_parent_brand_page,SRC_JBS_FOODS_BRANDS,JBS Foods — Our Brands,https://jbsfoodsgroup.com/our-brands,2026-04-28,v0.3 source-harvested brand under JBS S.A. from JBS Foods — Our Brands; F&B r...,
B0354,Andrews Meat Industries,Andrews Meat Industries,P0027,JBS S.A.,global_brand,reviewed,official_parent_brand_page,SRC_JBS_FOODS_BRANDS,JBS Foods — Our Brands,https://jbsfoodsgroup.com/our-brands,2026-04-28,v0.3 source-harvested brand under JBS S.A. from JBS Foods — Our Brands; F&B r...,
